id,split,english,luganda,runyankore_rukiga,acholi,ateso,lugbara
SALT-TEST-0333,test,That is only its overt manifestation.,Eyo y'engeri yaakyo ennambulukufu gye kyeyolekamu.,Okwo nikwo erikweyoreka omu rwatu.,Me no aye lanyut acel keken ma tye kamaleng,Erai ngol bo alosikinet nainerai.,Da lu geri erini I e'dazu ngmboru ri'I
SALT-TEST-0334,test,How deep is lake victoria?,Ennyanja Nalubaale mpanvu kyenkana ki?,"Oburengwa bw'enyanja Nalubaale, nibwingana ki?",Nam me pii Victoria tut ma rom kwene?,Inyobo aidules naka eicor loka Victoria?,Yi Alio Victoria niri ma ali ngopi ?
SALT-TEST-0335,test,Married people should resolve their disagreements.,Abafumbo balina okugonjoola obutakwatagana bwabwe.,"Abantu abari omubushwere , bashemereire kutereeza eshonga zaabo.",Jo ot omyero gu nongo yoo me cobo peko matye ikingi,Ekot itunga lu edukokina aitemonokin akiro kec.,Le 'ba eyi 'dupi 'bo azini aku sipi 'bo 'diyi ma otu e'yo eyi ma eselea 'diyi.
SALT-TEST-0336,test,The new system could cost millions of shillings.,Enkola empya eyinza okutwala obukadde n'obukadde bwa ssente.,Omuringo omusya nigwija kumaraho obukaikuru bw'empiiha.,Yub manyen ne twero tero wel cente ma oo milyon mapol.,Epote aitemonokineta ayangaikin imilionin luipu noi.,Geri o'di 'diri eco nga aje silingi ni nya milioni angiri
SALT-TEST-0337,test,He was called to the police station to give a statement.,Yayitibwa ku poliisi okuwa sitatimenti.,Akeetwa aha pooriisi kukora sitatimenti,Kilwonge I polic ka coyo lok doge .,Aponi konyaraunai ngesi polis kanu aiwadik akiroke.,Ba omve eri emuzu ti sizu polisia
SALT-TEST-0338,test,Uganda should utilize technical solutions in the education sector.,Uganda erina okukozesa amagezi ag'ekikugu mu kitongole ky'ebyenjigiriza.,Uganda eshemereire kwejunisa ebyemikono omu kitongore ky'eby'obwegyese.,Uganda omyero otii ki kwan me tic cing ka gineno yoo me ilo malo rwom me kwan,Ekot Uganda aitwasam iboro lu itegelikina kowai loka aisisia.,Le Uganda ma ayu ondua afa ndundu eyi edezu ri arakala onita niri ma alea i
SALT-TEST-0339,test,Why would the diocese be split?,Lwaki obulabirizi bwawulwamu?,Ahabw'enki obureeberezi nibwetaanisamu?,Pingo mono kipoko i diocese?,Kanuboinyo etiakar edaiosis,Ba di dayasesi awa a'du ma e'yosi?
SALT-TEST-0340,test,People do not know what they want.,Abantu tebamanyi kye baagala.,Abantu tibarikumanya ekibarikwenda.,Dano pe ngeyo ngo ma gimito,Mam itunga ejenete iboro lu ekotosi.,Ba eyi nini afa eyini le 'diyi ku.
SALT-TEST-0341,test,More petrol stations have been opened up on different roads in Uganda.,Amasundiro g'amafuta mangi gagguddwawo ku makubo agatali gamu mu Uganda.,Amatundiro g'amajuta giigwirweho aha nguuto zitari zimwe omu Uganda.,Kiyabo ka mato moo pa motoka I teng gudu mapol I lobo Uganda.,Apukor isitesens luipu luka akinyet korotin luegelegela koUganda.,Ba ozi pari odu ozizu 'diyi Ugandaa nzila ndu ndu 'diyi ama tisi
SALT-TEST-0342,test,Weddings and funerals are used as campaign platforms by most politicians,Embaga n'emikolo gy'okuziika gikozesebwa nga akatuuti k'okunoonyezaako obululu eri bannabyabufuzi abasinga.,Emikoro yobugyenyi hamwe n'enfu  nibyejunisibwa omu kuronda obushagiki omu b'ebyobutegyeki abarikuronda akaruuru.,Lucungu iwi bye pol kare gitiyo ki ka nyome ki gangi lyel me cunu kwir,Itosomaete ipolitisan aidayo keda imanyito kwape aibosio nuka ekampein,Ba politii ni 'diyi ma pari yi omu oku biza ni azini dra ni 'diyi ayu pari agbatara ti odaza ni 'diyi 'yezu
SALT-TEST-0343,test,He has very many rich friends.,Alina emikwano mingi nnyo emigagga.,Ayine abanywani bingi abagaiga.,En tye ki lureme mapol ma lulonyo.,Ejaasi ngesi keda ipapero luipu noi luebaritos.,Eri ma agyipi mali be 'diyikarakarau
SALT-TEST-0344,test,Many people believed in him.,Abantu bangi baali bamukkiririzaamu.,Abantu bingi niba mwikiririzamu.,Dano mapol obedo ki niyee I lok megge.,Eyuunitos itunga luipu nuenera ngesi.,Ba kakau ovu andra asi baza be edri erini ma dria
SALT-TEST-0345,test,We buy goods and sell them at a profit.,Tugula ebyamaguzi ne tubitunda okufuna amagoba.,Nitugura ebintu tubiguza twiihamu amagoba.,Wawilo jami ka wa cato gi pi magoba,Igweli iso iboro do agwelanar kanu adumun ameda.,"Ama afa ozizaru 'diyi je ra, ama di eyi ozi orodri be"
SALT-TEST-0346,test,Muslims do not eat pork because it is a sin in their religion.,Abasiraamu tebalya mbizzi olw'okuba kitwalibwa ng'ekibi mu ddiini yaabwe.,Abasiramu tibarikurya mpuunu ahakuba n'ekibi omunyikiriza yaabo.,Icilam pe gicamo ringo opego pien meno obedo bal botgi.,Mam isiriamun eyamete akiring na epege naraai eraai adiakaru odinikes.,Isilamu nyani ezo za ku a'disiku eri ezatanii yi vile diniri ma alia.
SALT-TEST-0347,test,They need to guide the community about the benefits they will receive.,Beetaaga okuuulira abantu ku miganyulo gye bajja okufuna.,"Baine kuhwera abantu, okumanya emigasho eibarikwiija kutunga.",omyero guniang lwak i kom jami ma beco ma gubi nongo,Ekot kes aitetemikin itunga nuka ajokisio nu edumunete kesi.,Le eyi ma fe imbata ongulumu eyini drileba eyini nga esu 'diyi ma dria ra
SALT-TEST-0348,test,When is the next Champions League?,Ddi liigi ya bannantammegwa eddako lw'enneebaawo?,Kyampiyoni riigi erikukurataho ni eya ryari?,Tuko odilo makwako team odilo ma gutye pyem I namba acel me o I angwen I gurupgi I lobo ulaya bitime awene?,Iwori bo ejaikinotor aboliasio nuka abolobol naka etelekarak?,Avita Champions Leagueni vileri a'di ngare?
SALT-TEST-0349,test,Most of the manufacturing industries are privately owned.,"Amakolero agasinga obungi ga bwannanyini,",Amakorero amaingi n'agabantu buntu.,Pol cuma mapat-pat me yubo jami obedo pa wegge/dano.,Acuman nuipu nuitolomete iboro mam eraasi luka apugan.,Okalamvu afa e'de pi d'iyi ma pari yi 'ba yi ma ngulupi si 'diyi ni
SALT-TEST-0350,test,There will be scholarship programs for those who will excel.,Wajja kubaawo pulogulaamu za sikaala eri abo abanaakola obulungi.,"Nihaza kubaho enteekateeka z'okwegyera busha ahari abo , abarikukora kurungi.",Yub me kwan nono bi bedo tye pi jo ma bi timo maber,Ejaunos scholarships kanu esisiak lu epote aswam ejok.,Otita 'ba agapi kililiru 'diyini sukulu lazu pirina 'diyi nga adri ci
SALT-TEST-0351,test,There are checkpoints at every border district.,Buli disitulikiti eri ku nsalo erina we bakeberera.,"Buri nsharo, eriho omwanya gw'okukyebereramu.",Ka ngiyo luwot tye kaweng i districts matye i wang lobo,Ipu roadblocks kangol eikoru lo edisitrikt.,Pari 'bani 'ba andrizu 'diyi distrikiti dria boda'a ri ma alea ci
SALT-TEST-0352,test,Remember to cut your nails short.,Jjukira okusala ku njala zo.,Ijuuka kuchwa ebyara byawe.,Wii myero opoo me ngolo lwet cingi macego.,Iituniete aikep akonibelekeka.,Mi ega e'yo mi ma onyofi yi olizu ali ra
SALT-TEST-0353,test,Governments and private entities make programs that do not take into account forest-dwelling people.,Gavumenti n'ebitongole eby'obwannannyini bikola enteekateeka ezitakwata ku bantu abasaanyawo ebibira.,Zagavumenti hamwe na ebitongore  by'obantu buntu bakora zaa puroguraamu ezi abantu ababeisibwaho ebibira bataganyirwamu.,Miri mapat-pat kacel ki dul bene mapat-pat ma pe obedo pa mirikatti ki yub mapat-pat ma pe tamo I kom dano ma kwo I bunga.,Itolomununete iriongeta luka apugan keda luka itunga ainapeta numam epodokinitos itunga luiboiete kosiep keda ikibiran.,Yini azi otiria gamete amuti amveleru 'diyi pie egani e'yo o'bi oapi oce alea 'diyi ma dria ku.
SALT-TEST-0354,test,Boda Boda riders disregard traffic rules.,Abavuzi ba boodabooda tebagoberera mateeka ga ku nguudo.,Abavugi ba bodaboda tibarikukuratira mateeka g'ebiiruka.,Ludwo boda-boda pe woro cik me tic ki gudu.,Mam ibodabodan epodokinitos ikisila luka irotin.,Boda boda onzu'ba 'diyi leni azita nzila dri ni 'diyi ma vuti obi ku.
SALT-TEST-0355,test,Five hundred six people are on antiretroviral drugs.,Abantu bitaano mu mukaaga be bali ku ddagala eriweweeza akawuka.,"Abantu magana ataano na mukaaga, bari aha mibazi erikukyendeza akakooko ka siriimu.",Dano miya bic ki abicel gitye i yat onyo ARV,Itunga akwatakany ikanyape kes ilikete ikee luka adeka naka eiseny,Ba turu towi efi azia eyi aro izia niri oki
SALT-TEST-0356,test,Many people never recover the expenses of the trial.,Abantu bangi  tebaddizibwa ssente ze bakozesa mu kulabikako mu kkooti.,Baingi tibarikugaruka kutunga esente ezi bakoreise omu kuhurirwa kw'omushango.,"Inge ngolokop, Pol dano pe twero nongo cente marom ki maguculu me laro lok ikot",Itunga luipu mam inyakunete ikapun lu igaraman akaulo na aosan.,ꞌBa karakara yi esuni afa yini eza sawa eꞌyo lizaniria ꞌdiyi dika ku.
SALT-TEST-0357,test,The pandemic would have run out of control but we managed to coerce it,Ekirwadde bunnansi kyanditulemye okutangira naye twasobola okukirwanysa.,"Oburwaire bukaba nibuza kujanjaara munonga, kwonka tukabuzibira.",Two ma oporo ni onongo kono okelo peko mawdong tutwal ento wanguku jwiko peko man,Abeit adeka aroniar noi konye apotu oni apedosi aitikitik.,Azo onzi 'di ecota eca atri kokoru ra te ama arudrini eri omvizu ele ra.
SALT-TEST-0358,test,It all seemed rehearsed.,Byonna birabika byategekeddwa butegekebwa.,Kikareebeka nk'ekirabirwemu.,Jami ne ducu onen calo gin makong gupwonye apwonya kit me timo ne.,Asubitos bala nuetetemoritai sek.,Ena dria e'yo 'bani emba embani le.
SALT-TEST-0359,test,We have seen worse things this year.,Tulabye ebintu ebibi ennyo omwaka guno.,Tureebire ebintu bibi ogu mwaka nangwa n'ebirikukira ahari eki.,Waneno jami maraco adada I mwakani.,Iwanyu oni iboro lueroko adepar kokaru kalo.,Andre afa ewaru yi eli 'di ma alia ra
SALT-TEST-0360,test,"When we realized that the girl was not well, we took her to the hospital.","Bwe twamanya nti omuwala tali bulungi, twamutwala mu ddwaliro.","Ku twakimanyire ngu omwishiki taine magara marungi,tukamwirukanguza omu irwariro","Ikare ma wanyiang ni anayaka-ni pe tye maber, watere I ot yat.","Neijenunia sio ebe mama apese ngin engalaei, apotu sio ayangasi ngesi adekis.","Amani ndreria kini zamva ndari ovuni muke kuria, ama 'du eri ji arojoa."
SALT-TEST-0361,test,Television stations employ news anchors to report and cover current situations.,Ttivi zikozesa bannamawulire okugasaka n'okugafulumya nga gakwata ku mbeera eba eriwo.,Ebitebe bya tiivi nibikoresa abashomi b'amahurire kushaka n'okushoma ebirikugyenda omu maisho.,Citecen me telebijon coyo lukwan lok angea mapol me yenyo ki dwoko lok I kom ngo matye katimme kombedi,Etacete isitesens luka etelebision asiomak iyemuto kanu aisiom keda airot akiro nuiswamasi.,Pari afa ondredrea ni televesion ru 'diyi niri 'ba e'yo la'ba 'diyi si e'yo idrizu azini ejizu afa yi 'yeba 'diyi ma dria
SALT-TEST-0362,test,What are some of the commonly used herbs in Uganda?,Ddagala ki ery'ekinnansi erisinga okukozesebwa mu Uganda?,Ni bishaka ki ebirikukinzayo kukoreesibwa omu Uganda?,Yadi ango me tekwaro ma kitiyo kwede i Uganda?,Ani bo ikee luetapit aitosom koUganda?,Aro nyakuni 'bani ayu tu Ugandaa 'diyi ma azi yi ngoyi?
SALT-TEST-0363,test,Our chairman is suspected to be behind a certain group of thieves in our area.,Ssentebe waffe ateeberezebwa okuba emabega w'ekibinja ky'ababbi ekimu mu kitundu kyaffe.,"Mukuru wentebe waitu, nateekateekwaho kuba aine ekiguruupu ky'abashuma eki arikukorengana nakyo omukyanga kyaitu.",Byek tye ni won kom wa tye ka cwako gurup pa lukwo magitye i kabedo wa,Eomitai ebe edapakina loapolon eicolong wok ogurupu lo ikokolak katutubet wok,Eri ena kile 'Bili ei amavileri ni ogua azi angu amavileri ma alea 'diyi ma drile ni
SALT-TEST-0364,test,Independence day celebrations were cancelled.,Okujaguza kw'amefuga kwasazibwamu.,"Emikoro y'okujaguza okwetegyeka, ekashazibwamu.",Kingolo yub me kwero nino uhuru,Aponi ikisarai asuban nuka aipugaikin bon.,Ba atri ndra omu o'du driwala niri inzizu 'diyi ci
SALT-TEST-0365,test,Some countries protect local companies from foreign competition.,Ensi ezimu ziwa obukuumi kampuni za bannansi ne zitavuganyizibwa ezo eziva ebweru w'eggwanga.,Amahanga agamwe nigarinda amakorero g'abantu baaryo okuhatana naago agaheeru.,Lobe mogo gwoko dul me biyacara me lobogi I kom pyem matek ma dul me lobo mukene kelo.,Akwapin ace eyuwanarete ikampuninikec kotoma abolobol naka akwapin nukokinga.,Kari azi 'diyi amuti kari ma alia ogogo 'diyi a'bu a'bala engazu amuti aniboo ru 'diyi vurisi ci
SALT-TEST-0366,test,Many people were killed during the riots.,Abantu bangi battibwa wakati mu bwegugungo.,Abantu baingi bakaitwa omu bwimukiriro.,Kineko dano mapol ikare me jemo,Aponi oyarai itunga luipu kapak na angurian.,Ba o'di 'ba karakara eyi ngiringiri eyi ma alea
SALT-TEST-0367,test,He lost his sight when he was still a baby.,Yaziba amaaso bwe yali akyali muwere.,Akahuma akiri omwereere.,En wange oto I kare ma en pud tidi.,Abu ngesi kotwania akekonye nearaar ngesi ikoku.,Eri avi i ma mile angu ndrezuri de nga eri odekuani
SALT-TEST-0368,test,Kind people are always rewarded.,Abantu ab'ekisa bawebwa ebirabo.,Abantu abaine embabazi buriijo nibasiimwa.,Luber kit ipol kare wic poo i komgi,Itunga lu esiaka eropionono.,Ba asi ndrizaru 'diyi o'du dria feta eyi esu ra
SALT-TEST-0369,test,Since the time of the early advertising-supported newspapers.,Okuva edda okulanga ebyamaguzi kuwaniridde empapula z'amawulire.,Kuruga omubwire bwokuranga omu mpapura za makuru.,Nicake ikare macon ma onongo cato wil konyo gajeti,Ageun kapakio nuka alimonor agwelanar kotoma apapulai nuka itemuto.,E'dozu andra sawa drio kariatasi gazetiru e'yo cuu ni o'baza ni ati ni 'da yisi
SALT-TEST-0370,test,The whole family was shocked when my sister got pregnant at sixteen years.,Ab'awaka bonna beewuunya muganda wange bwe yafuna olubuto ku myaka kkumi na mukaaga.,Ekiika kyona kikekanga obu munyanyazi yatungire enda aha myaka ikuuni n'amukaga.,Wi dano ma gang ocung kare ma lamera oyac ki mwaka apar wiye abicel keken.,Abu ekale kere owumok napotuna inacika oraai ikaru itomonakanyape.,Ama vile akuri ndulu eca osutasi ma amvini mva isuzu de elini mudri drini aziarisi.
SALT-TEST-0371,test,The agricultural sector should be improved.,Ebyobulimi birina okutumbulwa.,Ebyobuhingi n'oburiisa bishemereire kwongyerwamu amaani.,Lok ma mako lok kom pur omyero gimed rwome,Ekot aiteteun ewai lo akoru.,Le ꞌba ma out arakala agirikicaniri ra
SALT-TEST-0372,test,The number of people who want to buy determines how much should be supplied.,Omuwendo gw'abantu abaagala okugula gusalawo bungi ki obulina okuleetebwa.,"Omuhendo gw'abantu abarikugura, nigwo gurikworeka ebishemereire kukorwa.",Wel luwil en aye moko dit pa jami ma omyero obed I cuk,Erai etiai lo itunga kalu ekotosi egwelet nes itolomuni etiai lo akim na ebeit akorakin.,ꞌBa nga afa ofu ngopi yari ni nga ꞌi bi kalafe ꞌba lepi afa jepi ꞌdiyinirisi.
SALT-TEST-0373,test,An outfield player can make any number of mistakes in a game and get away with it.,Omuzannyi azannyira ku mabbali g'ekisaawe asobola okukola ensobi ez'enjawulo mu muzannyo n'atanenyezebwa.,Omuteezi w'omupiira kuruga aheeru naabaasa kukora enshobi nyingi omu muzaano arugiramu aho.,Latuko ma pe tuko idyer baa ki kome twero balo tuku tyen mapol ento pe nongo lok moo keken,Abolian lo okinga epedori adiakanar irwan ipu kotoma abolia ido emamete nu iswamaikinos.,Ba mupira avipi goli bipi ku ri eco ezata ndundu eyi 'ye mupira aviria azini esu panga ani ku ra
SALT-TEST-0374,test,He was arrested on suspicion of breaking into the company office.,Yakwatibwa olw'okuteeberezebwa nti yamenya n'ayingira mu ofiisi ya kampuni.,Bamukwatsire ahabw'okuteeberezibwa kuba ahenzire akataha omu ofiisi nza kampuni.,Ki makke ki byek ni en aye oturo opic pa kamponi.,Aponi ikamarai ngesi kanu alomar toma toma oyapesi loka ekampuni.,Ba bi eri egata nyota fizu ofisi amutiniri ma aliari ma e'yosi.
SALT-TEST-0375,test,They donated masks to the whole community.,Baawa ekitundu kyonna obukookolo.,Bakagaba za masiki omu kyanga kyona.,Gumiyo mask bot dano weng,Apotu kesi igangakisi itunga keda aitabalan nurapis aituk keda ekume,Eyi fe masiki andretia 'diyi 'ba ongulumu'a 'diyi ni dria
SALT-TEST-0376,test,"To treat Ebola patients and suspected cases, doctors typically isolate them in rooms.","Okujjanjaba abalwadde ba Ebola n'abateeberezebwa, abasawo babaawulirako mu bisenge.","Okuragurira abarweire abaine ebora hamwe n'abarikuteeberezibwa kuba baine ebora, abashaho nibabaahura bonka omu kishengye kyabo.","Me cango lutwo Ebola ki dano mabyek me bedo ki two enoni tye I komgi, daktari koyogi I kicika mapat-pat.","Kanu aimuke adekak nuka Ebola keda ngul luewomitai, ibusakinit imurok atiakar kes toma agolai.","Lezu 'ba Ebola be 'diyi atizu, ojoo yi 'ba nde yi ta mba pari yini ovuzu alenia a'dule 'diyi ma alea."
SALT-TEST-0377,test,The prices of products usually go high due to an increase in taxes.,Ebbeeyi y'ebintu etera okulinnya ng'emisolo girinnye.,Emihendo y'ebintu obumwe neza ahaiguru ahabw'okweyongyera omumishoro.,Wel jami kare mukene ito malo pi mucoro ma nongo kiketo lamal.,Ikianaros itiaisinei luka iboro naarai ikianaros itiaisinei luka isolosinei.,Aje afa edele 'diyiniri tuni tu uru e'yo musoro otuzurinisii
SALT-TEST-0378,test,The leader has rewarded the national football team for their excellent performance.,Abakulembeze asiimye ttiimu y'eggwanga ey'omupiira gw'ebigere olw'okukola obulungi.,Omwebembezi ahareize tiimu y'eihanga ekiconco ahabw'okukora gye munonga.,Latela omiyo mic ki lutuku odilo me lobo pi tic ma ber ma gutimo,Abu engarenon orop etimu lo akwap lo emopira kanu aswam ejok.,Drice'ba 'da fe amuti mupira avipi kari 'di niri ni driadria eyi 'ba yeta kililiru risi.
SALT-TEST-0379,test,He has taken the cows for grazing.,Atutte nte ku ttale.,Yaaseetura ente.,En otero dyang ka kwat.,Ayanga ngesi aituk kanu acok.,Eri ji ti yi onyaria
SALT-TEST-0380,test,He called on the party members to support him.,Yagamba ab'ekibiina kye okumuwagira.,Akashaba eb’ekibiina kye okumushagyika,En olego lumemba me dul cungu iwi-bye ne me cwakke.,Abu ngesi kolimok imeeban luka epate aingan nges.,Omve 'ba memba ru amuti ma alia 'diyi emuzu eri ati zu
SALT-TEST-0381,test,The car knocked down a motorcyclist at the corner of the road.,Emmotoka yatomera omuvuzi wa pikipiki ku kkona ly'ekkubo.,Emotoka ekatomera omuvugi w'epiki aha koona y'oruguuto.,Motoka ogoyo laco mo ma tye ka ngwec ki pikipiki I kona me yo.,Abu emotoka konang erengean epikipik kokoona loka erot.,Mutukari nderi si 'ba pikipiki onzupiri va nzila ma konaaleru
SALT-TEST-0382,test,That candidate was disqualified for bribing voters.,Oyo eyali yeesimbyewo yasazibwamu olw'okugulirira abalonzi.,Nyamwesimbi akaihwa omu karuuru ahabw'okugura abateezi b'akaruru.,Kikwero ni labit kwi eni omede ki bito kwi pien en owilo lubol kwi.,Aponi kolemarai abwoan ngol kanu aitac acakak abootin.,Ba nze 'ba pa sopi 'dari i raza feza ba voti be'ba 'diyi driri ma e'yosi ra
SALT-TEST-0383,test,Government-aided schools provide good education services.,Amasomero ga gavumenti gasomesa bulungi.,Amashomero agarikuhwerwa Gavumenti gaine obuheereza burungi.,Gangi kwan pa gamente gimiyo kony maber me pwonye,Isomeroi lu apugan isisianakinete ejok.,Sukulu gamete ni atita fezu eyidri ni 'diyi onita muke 'dinile ri fe
